Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
"China Eastern, JAL",2025-10-08,11:30 PM,5:55 PM +1 (2025-10-09),16 hr 25 min,2 stops,"IDR 13,255,300"
"China Eastern, JAL",2025-10-08,11:30 PM,4:10 PM +1 (2025-10-09),14 hr 40 min,2 stops,"IDR 13,449,900"
"China Eastern, JAL",2025-10-08,11:30 PM,4:35 PM +1 (2025-10-09),15 hr 5 min,2 stops,"IDR 13,700,400"
"Scoot, Singapore Airlines",2025-10-08,5:55 PM,6:45 AM +1 (2025-10-09),10 hr 50 min,1 stop,"IDR 13,767,200"
"Philippine Airlines, Jetstar",2025-10-08,12:55 AM,6:10 AM +1 (2025-10-09),27 hr 15 min,1 stop,"IDR 14,234,100"
China Southern,2025-10-08,12:20 AM,3:00 PM +1 (2025-10-09),36 hr 40 min,1 stop,"IDR 15,022,900"
Garuda Indonesia,2025-10-08,7:05 AM,8:50 AM +1 (2025-10-09),23 hr 45 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-10-08,4:25 PM,8:50 AM +1 (2025-10-09),14 hr 25 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-10-08,5:00 PM,8:50 AM +1 (2025-10-09),13 hr 50 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-10-08,6:30 PM,8:50 AM +1 (2025-10-09),12 hr 20 min,1 stop,"IDR 15,640,420"
Garuda Indonesia,2025-10-08,7:30 PM,8:50 AM +1 (2025-10-09),11 hr 20 min,1 stop,"IDR 15,640,420"
Philippine Airlines,2025-10-08,12:55 AM,8:30 PM +1 (2025-10-09),41 hr 35 min,1 stop,"IDR 15,670,300"
Garuda Indonesia,2025-10-08,5:25 PM,8:50 AM +1 (2025-10-09),13 hr 25 min,1 stop,"IDR 15,694,100"
Asiana Airlines,2025-10-08,9:30 PM,11:20 AM +1 (2025-10-09),11 hr 50 min,1 stop,"IDR 16,024,900"
Asiana Airlines,2025-10-08,9:30 PM,6:25 PM +1 (2025-10-09),18 hr 55 min,1 stop,"IDR 16,024,900"
Asiana Airlines,2025-10-08,9:30 PM,9:00 PM +1 (2025-10-09),21 hr 30 min,1 stop,"IDR 16,024,900"
"Asiana Airlines, Korean Air",2025-10-08,9:30 PM,9:05 PM +1 (2025-10-09),21 hr 35 min,1 stop,"IDR 16,024,900"
Asiana Airlines,2025-10-08,9:30 PM,11:30 PM +1 (2025-10-09),24 hr,1 stop,"IDR 16,024,900"
"Korean Air, Jin Air",2025-10-08,9:50 PM,10:35 AM +1 (2025-10-09),10 hr 45 min,1 stop,"IDR 16,024,900"
"Korean Air, Asiana Airlines",2025-10-08,9:50 PM,9:00 PM +1 (2025-10-09),21 hr 10 min,1 stop,"IDR 16,024,900"
Asiana Airlines,2025-10-08,9:30 PM,5:50 PM +1 (2025-10-09),18 hr 20 min,1 stop,"IDR 16,190,600"
Asiana Airlines,2025-10-08,9:30 PM,10:00 PM +1 (2025-10-09),22 hr 30 min,1 stop,"IDR 16,190,600"
"Korean Air, JAL",2025-10-08,9:50 PM,2:15 PM +1 (2025-10-09),14 hr 25 min,1 stop,"IDR 16,190,600"
"Korean Air, Asiana Airlines",2025-10-08,9:50 PM,5:50 PM +1 (2025-10-09),18 hr,1 stop,"IDR 16,190,600"
Korean Air,2025-10-08,9:50 PM,6:30 PM +1 (2025-10-09),18 hr 40 min,1 stop,"IDR 16,190,600"
Korean Air,2025-10-08,9:50 PM,9:00 PM +1 (2025-10-09),21 hr 10 min,1 stop,"IDR 16,190,600"
"Korean Air, JAL",2025-10-08,9:50 PM,9:30 PM +1 (2025-10-09),21 hr 40 min,1 stop,"IDR 16,190,600"
Philippine Airlines + ANA,2025-10-08,12:55 AM,1:40 PM (2025-10-08),10 hr 45 min,1 stop,"IDR 16,637,000"
"Philippine Airlines, ANA",2025-10-08,12:55 AM,2:50 PM (2025-10-08),11 hr 55 min,1 stop,"IDR 17,605,000"
"Philippine Airlines, ANA",2025-10-08,12:55 AM,8:00 PM (2025-10-08),17 hr 5 min,1 stop,"IDR 17,605,000"
"Asiana Airlines, ANA",2025-10-08,9:30 PM,2:55 PM +1 (2025-10-09),15 hr 25 min,1 stop,"IDR 17,868,600"
"Asiana Airlines, ANA",2025-10-08,9:30 PM,10:15 PM +1 (2025-10-09),22 hr 45 min,1 stop,"IDR 17,868,600"
Garuda Indonesia,2025-10-08,5:25 PM,8:50 AM +2 (2025-10-10),37 hr 25 min,1 stop,"IDR 18,648,100"
Garuda Indonesia,2025-10-08,12:50 PM,8:50 AM +2 (2025-10-10),42 hr,2 stops,"IDR 19,793,680"
"Garuda Indonesia, Jeju Air",2025-10-08,5:25 PM,3:55 PM +1 (2025-10-09),20 hr 30 min,2 stops,"IDR 20,181,400"
"Garuda Indonesia, Jeju Air",2025-10-08,5:25 PM,5:30 PM +1 (2025-10-09),22 hr 5 min,2 stops,"IDR 20,181,400"
"Garuda Indonesia, Jeju Air",2025-10-08,5:25 PM,6:30 PM +1 (2025-10-09),23 hr 5 min,2 stops,"IDR 20,181,400"
"Garuda Indonesia, Jeju Air",2025-10-08,5:25 PM,10:40 AM +2 (2025-10-10),39 hr 15 min,2 stops,"IDR 20,181,400"
"Garuda Indonesia, Jeju Air",2025-10-08,5:25 PM,11:00 AM +2 (2025-10-10),39 hr 35 min,2 stops,"IDR 20,181,400"
"Garuda Indonesia, Jeju Air",2025-10-08,5:25 PM,12:55 PM +2 (2025-10-10),41 hr 30 min,2 stops,"IDR 20,347,100"
"Philippine Airlines, Asiana Airlines",2025-10-08,12:55 AM,9:00 PM (2025-10-08),18 hr 5 min,2 stops,"IDR 23,646,800"
"EVA Air, ANA",2025-10-08,2:30 PM,5:45 PM +1 (2025-10-09),25 hr 15 min,1 stop,"IDR 24,060,400"
"EVA Air, ANA",2025-10-08,2:30 PM,8:50 PM +1 (2025-10-09),28 hr 20 min,1 stop,"IDR 24,060,400"
"Garuda Indonesia, EVA Air + ANA",2025-10-08,5:25 PM,12:25 PM +2 (2025-10-10),41 hr,2 stops,"IDR 24,526,100"
"Garuda Indonesia, EVA Air + ANA",2025-10-08,5:25 PM,1:25 PM +2 (2025-10-10),42 hr,2 stops,"IDR 24,526,100"
"China Eastern, JAL",2025-10-08,11:30 PM,1:55 PM +1 (2025-10-09),12 hr 25 min,1 stop,"IDR 26,824,000"
"China Eastern, JAL",2025-10-08,11:30 PM,4:50 PM +1 (2025-10-09),15 hr 20 min,1 stop,"IDR 26,824,000"
Garuda Indonesia,2025-10-08,7:55 AM,8:50 AM +1 (2025-10-09),22 hr 55 min,2 stops,"IDR 27,484,420"
"Philippine Airlines, ANA + Operated by Star Flyer",2025-10-08,12:55 AM,6:55 PM (2025-10-08),16 hr,2 stops,"IDR 29,206,000"
"Philippine Airlines, ANA + Operated by Star Flyer",2025-10-08,12:55 AM,7:55 PM (2025-10-08),17 hr,2 stops,"IDR 29,206,000"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-08,5:30 AM,6:20 AM +1 (2025-10-09),22 hr 50 min,1 stop,"IDR 30,669,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-08,5:40 PM,6:20 AM +1 (2025-10-09),10 hr 40 min,1 stop,"IDR 30,669,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-10-08,5:30 AM,9:55 PM (2025-10-08),14 hr 25 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-10-08,5:30 AM,6:45 AM +1 (2025-10-09),23 hr 15 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-10-08,5:30 AM,8:00 AM +1 (2025-10-09),24 hr 30 min,1 stop,"IDR 31,838,200"
"Garuda Indonesia, Singapore Airlines + ANA",2025-10-08,8:55 AM,9:55 PM (2025-10-08),11 hr,1 stop,"IDR 31,838,200"
"Singapore Airlines, ANA",2025-10-08,5:25 AM,7:15 PM (2025-10-08),11 hr 50 min,1 stop,"IDR 31,854,700"
"Singapore Airlines, ANA + Operated by Air Japan",2025-10-08,5:25 AM,6:20 AM +1 (2025-10-09),22 hr 55 min,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-10-08,5:25 AM,6:45 AM +1 (2025-10-09),23 hr 20 min,1 stop,"IDR 31,854,700"
Singapore Airlines + ANA,2025-10-08,5:25 AM,8:00 AM +1 (2025-10-09),24 hr 35 min,1 stop,"IDR 31,854,700"
"Philippine Airlines, JAL",2025-10-08,12:55 AM,10:25 PM (2025-10-08),19 hr 30 min,2 stops,"IDR 34,007,200"
"Cathay Pacific, China Eastern",2025-10-08,12:05 AM,8:55 PM (2025-10-08),18 hr 50 min,2 stops,"IDR 34,907,600"
"Cathay Pacific, China Eastern",2025-10-08,12:05 AM,8:55 PM (2025-10-08),18 hr 50 min,2 stops,"IDR 34,907,600"
"Cathay Pacific, China Eastern",2025-10-08,12:05 AM,8:55 PM (2025-10-08),18 hr 50 min,2 stops,"IDR 39,489,200"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-08,12:50 PM,8:30 PM +1 (2025-10-09),29 hr 40 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-08,12:50 PM,9:35 PM +1 (2025-10-09),30 hr 45 min,2 stops,"IDR 39,807,200"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-08,12:50 PM,6:40 AM +2 (2025-10-10),39 hr 50 min,2 stops,"IDR 39,807,200"
"Cathay Pacific, JAL",2025-10-08,12:05 AM,4:35 PM (2025-10-08),14 hr 30 min,2 stops,"IDR 39,820,900"
"Cathay Pacific, JAL",2025-10-08,12:05 AM,7:10 PM (2025-10-08),17 hr 5 min,2 stops,"IDR 39,820,900"
"Cathay Pacific, ANA",2025-10-08,12:05 AM,7:30 PM (2025-10-08),17 hr 25 min,2 stops,"IDR 39,820,900"
"Cathay Pacific, JAL",2025-10-08,12:05 AM,4:10 PM (2025-10-08),14 hr 5 min,2 stops,"IDR 39,871,700"
"Cathay Pacific, ANA + Operated by Air Japan",2025-10-08,12:05 AM,3:10 PM (2025-10-08),13 hr 5 min,1 stop,"IDR 40,020,000"
"Cathay Pacific, China Airlines",2025-10-08,12:05 AM,8:45 PM (2025-10-08),18 hr 40 min,2 stops,"IDR 40,834,500"
"Cathay Pacific, China Airlines",2025-10-08,12:05 AM,8:45 PM (2025-10-08),18 hr 40 min,2 stops,"IDR 40,834,500"
"Cathay Pacific, China Airlines",2025-10-08,12:05 AM,8:45 PM (2025-10-08),18 hr 40 min,2 stops,"IDR 40,834,500"
"Cathay Pacific, ANA",2025-10-08,2:20 PM,9:45 AM +1 (2025-10-09),17 hr 25 min,2 stops,"IDR 40,882,700"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-08,5:25 PM,6:40 AM +2 (2025-10-10),35 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-08,5:25 PM,6:40 AM +2 (2025-10-10),35 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-08,5:25 PM,1:40 PM +2 (2025-10-10),42 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-08,5:25 PM,1:40 PM +2 (2025-10-10),42 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-08,5:25 PM,2:30 PM +2 (2025-10-10),43 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-08,5:25 PM,2:30 PM +2 (2025-10-10),43 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-08,5:25 PM,4:05 PM +2 (2025-10-10),44 hr 40 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-08,5:25 PM,4:05 PM +2 (2025-10-10),44 hr 40 min,2 stops,"IDR 43,818,500"
"Cathay Pacific, ANA + JAL + Operated by Star Flyer",2025-10-08,12:05 AM,3:40 PM (2025-10-08),13 hr 35 min,2 stops,"IDR 43,870,700"
"THAI, JAL + ANA",2025-10-08,7:00 PM,11:35 AM +1 (2025-10-09),14 hr 35 min,2 stops,"IDR 46,887,700"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-08,12:50 PM,7:45 PM +2 (2025-10-10),52 hr 55 min,3 stops,"IDR 48,788,200"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-10-08,5:25 PM,8:30 PM +1 (2025-10-09),25 hr 5 min,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Saudia, Cathay Pacific",2025-10-08,5:25 PM,8:30 PM +1 (2025-10-09),25 hr 5 min,3 stops,"IDR 49,233,700"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-08,5:25 PM,5:15 PM +1 (2025-10-09),21 hr 50 min,3 stops,"IDR 49,775,400"
"Garuda Indonesia, Cathay Pacific",2025-10-08,12:50 PM,6:40 AM +2 (2025-10-10),39 hr 50 min,3 stops,"IDR 52,353,080"
"Garuda Indonesia, Cathay Pacific",2025-10-08,12:50 PM,6:40 AM +2 (2025-10-10),39 hr 50 min,3 stops,"IDR 52,353,080"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-08,5:25 PM,8:30 PM +1 (2025-10-09),25 hr 5 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-08,5:25 PM,8:30 PM +1 (2025-10-09),25 hr 5 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-08,5:25 PM,9:35 PM +1 (2025-10-09),26 hr 10 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-08,5:25 PM,9:35 PM +1 (2025-10-09),26 hr 10 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-08,5:25 PM,9:35 PM +1 (2025-10-09),26 hr 10 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Cathay Pacific",2025-10-08,11:50 PM,8:30 PM +1 (2025-10-09),18 hr 40 min,1 stop,"IDR 62,018,900"
"Garuda Indonesia, Royal Brunei, Cathay Pacific",2025-10-08,12:50 PM,8:30 PM +1 (2025-10-09),29 hr 40 min,3 stops,"IDR 62,864,800"
Malaysia Airlines,2025-10-08,4:15 AM,6:05 PM (2025-10-08),11 hr 50 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-08,4:15 AM,7:40 AM +1 (2025-10-09),25 hr 25 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,8:05 AM,6:45 AM +1 (2025-10-09),20 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,8:05 AM,8:00 AM +1 (2025-10-09),21 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,8:05 AM,3:45 PM +1 (2025-10-09),29 hr 40 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-08,9:10 AM,7:40 AM +1 (2025-10-09),20 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,9:25 AM,6:45 AM +1 (2025-10-09),19 hr 20 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,9:25 AM,3:45 PM +1 (2025-10-09),28 hr 20 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-08,11:10 AM,7:40 AM +1 (2025-10-09),18 hr 30 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-08,11:10 AM,6:05 PM +1 (2025-10-09),28 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,11:15 AM,6:45 AM +1 (2025-10-09),17 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,11:15 AM,3:45 PM +1 (2025-10-09),26 hr 30 min,1 stop,Price unavailable
"Garuda Indonesia, Vietnam Airlines",2025-10-08,11:50 AM,8:00 AM +1 (2025-10-09),18 hr 10 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,7:15 AM +1 (2025-10-09),15 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,7:15 AM +1 (2025-10-09),15 hr 25 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,7:35 AM +1 (2025-10-09),15 hr 45 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,7:35 AM +1 (2025-10-09),15 hr 45 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,8:00 AM +1 (2025-10-09),16 hr 10 min,1 stop,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,3:05 PM +1 (2025-10-09),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,3:05 PM +1 (2025-10-09),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,3:05 PM +1 (2025-10-09),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,3:05 PM +1 (2025-10-09),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,3:05 PM +1 (2025-10-09),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-08,1:50 PM,8:00 AM +2 (2025-10-10),40 hr 10 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,2:30 PM,3:45 PM +1 (2025-10-09),23 hr 15 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,2:30 PM,9:55 PM +1 (2025-10-09),29 hr 25 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-08,4:05 PM,7:40 AM +1 (2025-10-09),13 hr 35 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-08,4:05 PM,6:05 PM +1 (2025-10-09),24 hr,1 stop,Price unavailable
Singapore Airlines,2025-10-08,5:00 PM,3:45 PM +1 (2025-10-09),20 hr 45 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,5:00 PM,9:55 PM +1 (2025-10-09),26 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,6:05 PM,3:45 PM +1 (2025-10-09),19 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,6:05 PM,5:30 PM +1 (2025-10-09),21 hr 25 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,6:05 PM,9:55 PM +1 (2025-10-09),25 hr 50 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-08,6:25 PM,7:40 AM +1 (2025-10-09),11 hr 15 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-08,6:25 PM,6:05 PM +1 (2025-10-09),21 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,7:20 PM,3:45 PM +1 (2025-10-09),18 hr 25 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,7:20 PM,5:30 PM +1 (2025-10-09),20 hr 10 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,7:20 PM,9:55 PM +1 (2025-10-09),24 hr 35 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-08,7:50 PM,6:05 PM +1 (2025-10-09),20 hr 15 min,1 stop,Price unavailable
"Scoot, Singapore Airlines",2025-10-08,8:05 PM,3:45 PM +1 (2025-10-09),17 hr 40 min,1 stop,Price unavailable
"Scoot, Singapore Airlines",2025-10-08,8:05 PM,9:55 PM +1 (2025-10-09),23 hr 50 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,8:15 PM,3:45 PM +1 (2025-10-09),17 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,8:15 PM,5:30 PM +1 (2025-10-09),19 hr 15 min,1 stop,Price unavailable
Singapore Airlines,2025-10-08,8:15 PM,9:55 PM +1 (2025-10-09),23 hr 40 min,1 stop,Price unavailable
EVA Air,2025-10-09,2:30 PM,12:25 PM +1 (2025-10-10),19 hr 55 min,1 stop,"IDR 3,471,400"
Batik Air,2025-10-09,4:45 PM,8:25 AM +1 (2025-10-10),13 hr 40 min,1 stop,"IDR 4,407,900"
China Eastern,2025-10-09,11:30 PM,12:50 PM +1 (2025-10-10),11 hr 20 min,1 stop,"IDR 5,673,000"
EVA Air + ANA,2025-10-09,2:30 PM,11:35 AM +1 (2025-10-10),19 hr 5 min,1 stop,"IDR 3,471,400"
EVA Air,2025-10-09,2:30 PM,1:25 PM +1 (2025-10-10),20 hr 55 min,1 stop,"IDR 3,471,400"
EVA Air,2025-10-09,2:30 PM,7:40 PM +1 (2025-10-10),27 hr 10 min,1 stop,"IDR 3,471,400"
EVA Air,2025-10-09,2:30 PM,8:05 PM +1 (2025-10-10),27 hr 35 min,1 stop,"IDR 3,471,400"
Batik Air,2025-10-09,4:30 PM,8:25 AM +1 (2025-10-10),13 hr 55 min,1 stop,"IDR 4,496,900"
Batik Air,2025-10-09,5:15 AM,8:25 AM +1 (2025-10-10),25 hr 10 min,1 stop,"IDR 4,780,000"
Royal Brunei,2025-10-09,1:10 PM,7:30 AM +1 (2025-10-10),16 hr 20 min,1 stop,"IDR 4,800,400"
Vietjet,2025-10-09,1:30 PM,7:55 AM +1 (2025-10-10),16 hr 25 min,1 stop,"IDR 4,811,821"
Vietjet,2025-10-09,1:30 PM,1:00 AM +2 (2025-10-11),33 hr 30 min,1 stop,"IDR 4,811,821"
"Indonesia AirAsia, Thai AirAsia X",2025-10-09,4:35 PM,10:45 AM +1 (2025-10-10),16 hr 10 min,1 stop,"IDR 4,863,889"
Batik Air,2025-10-09,12:30 PM,8:25 AM +1 (2025-10-10),17 hr 55 min,1 stop,"IDR 4,895,900"
China Airlines,2025-10-09,2:40 PM,1:15 PM +1 (2025-10-10),20 hr 35 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-09,2:40 PM,7:00 PM +1 (2025-10-10),26 hr 20 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-09,2:40 PM,8:45 PM +1 (2025-10-10),28 hr 5 min,1 stop,"IDR 4,951,800"
"Indonesia AirAsia, Thai AirAsia X",2025-10-09,2:15 PM,10:45 AM +1 (2025-10-10),18 hr 30 min,1 stop,"IDR 5,033,889"
"AirAsia, AirAsia X",2025-10-09,8:30 PM,10:35 PM +1 (2025-10-10),24 hr 5 min,1 stop,"IDR 5,414,789"
"AirAsia, AirAsia X",2025-10-09,9:15 PM,10:35 PM +1 (2025-10-10),23 hr 20 min,1 stop,"IDR 5,414,789"
Vietjet,2025-10-09,2:00 PM,8:00 AM +1 (2025-10-10),16 hr,1 stop,"IDR 5,453,330"
Vietjet,2025-10-09,2:00 PM,3:30 PM +1 (2025-10-10),23 hr 30 min,1 stop,"IDR 5,453,330"
XiamenAir,2025-10-09,1:35 PM,1:45 PM +1 (2025-10-10),22 hr 10 min,1 stop,"IDR 5,473,600"
"Indonesia AirAsia, AirAsia X",2025-10-09,5:00 AM,10:35 PM (2025-10-09),15 hr 35 min,1 stop,"IDR 5,502,789"
"Indonesia AirAsia, AirAsia X",2025-10-09,6:25 AM,10:35 PM (2025-10-09),14 hr 10 min,1 stop,"IDR 5,502,789"
Batik Air,2025-10-09,9:55 AM,8:25 AM +1 (2025-10-10),20 hr 30 min,1 stop,"IDR 5,542,900"
"China Eastern, Shanghai Airlines",2025-10-09,11:30 PM,3:50 PM +1 (2025-10-10),14 hr 20 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-09,11:30 PM,3:55 PM +1 (2025-10-10),14 hr 25 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-09,11:30 PM,6:30 PM +1 (2025-10-10),17 hr,1 stop,"IDR 5,673,000"
China Eastern,2025-10-09,11:30 PM,8:55 PM +1 (2025-10-10),19 hr 25 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-09,11:30 PM,9:20 PM +1 (2025-10-10),19 hr 50 min,1 stop,"IDR 5,673,000"
"AirAsia, AirAsia X",2025-10-09,8:35 AM,10:35 PM (2025-10-09),12 hr,1 stop,"IDR 5,702,789"
Scoot,2025-10-09,12:30 PM,11:10 AM +1 (2025-10-10),20 hr 40 min,2 stops,"IDR 5,832,352"
Batik Air,2025-10-09,10:00 AM,8:25 AM +1 (2025-10-10),20 hr 25 min,2 stops,"IDR 5,837,550"
Batik Air,2025-10-09,2:00 PM,8:25 AM +1 (2025-10-10),16 hr 25 min,2 stops,"IDR 5,837,550"
Batik Air,2025-10-09,10:00 AM,8:25 AM +1 (2025-10-10),20 hr 25 min,2 stops,"IDR 5,946,550"
Scoot,2025-10-09,12:30 PM,7:55 PM +1 (2025-10-10),29 hr 25 min,2 stops,"IDR 6,257,998"
Scoot,2025-10-09,8:05 PM,11:10 AM +1 (2025-10-10),13 hr 5 min,2 stops,"IDR 6,257,998"
Batik Air,2025-10-09,11:00 AM,8:25 AM +1 (2025-10-10),19 hr 25 min,2 stops,"IDR 6,308,850"
Batik Air,2025-10-09,12:30 PM,8:25 AM +1 (2025-10-10),17 hr 55 min,2 stops,"IDR 6,308,850"
Batik Air,2025-10-09,5:50 PM,8:25 AM +1 (2025-10-10),12 hr 35 min,2 stops,"IDR 6,308,850"
Batik Air,2025-10-09,11:00 AM,8:25 AM +1 (2025-10-10),19 hr 25 min,2 stops,"IDR 6,691,850"
Batik Air,2025-10-09,12:30 PM,8:25 AM +1 (2025-10-10),17 hr 55 min,2 stops,"IDR 6,691,850"
THAI,2025-10-09,12:35 PM,6:20 AM +1 (2025-10-10),15 hr 45 min,1 stop,"IDR 6,828,300"
China Airlines,2025-10-09,2:40 PM,4:55 PM +1 (2025-10-10),24 hr 15 min,1 stop,"IDR 6,832,800"
China Southern,2025-10-09,1:15 PM,1:30 PM +1 (2025-10-10),22 hr 15 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-09,1:15 PM,2:20 PM +1 (2025-10-10),23 hr 5 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-09,1:15 PM,7:45 PM +1 (2025-10-10),28 hr 30 min,1 stop,"IDR 7,043,900"
SriLankan,2025-10-09,2:25 PM,8:10 AM +2 (2025-10-11),39 hr 45 min,1 stop,"IDR 7,088,000"
"Indonesia AirAsia, Thai AirAsia",2025-10-09,4:35 PM,12:55 PM +1 (2025-10-10),18 hr 20 min,2 stops,"IDR 7,267,776"
Scoot,2025-10-09,9:30 AM,11:10 AM +1 (2025-10-10),23 hr 40 min,2 stops,"IDR 7,382,352"
Scoot,2025-10-09,8:05 PM,7:55 PM +1 (2025-10-10),21 hr 50 min,2 stops,"IDR 7,382,352"
XiamenAir,2025-10-09,7:05 AM,1:40 PM +1 (2025-10-10),28 hr 35 min,1 stop,"IDR 7,672,600"
China Southern,2025-10-09,9:10 AM,1:30 PM +1 (2025-10-10),26 hr 20 min,1 stop,"IDR 7,846,900"
China Southern,2025-10-09,9:10 AM,2:20 PM +1 (2025-10-10),27 hr 10 min,1 stop,"IDR 7,846,900"
Singapore Airlines + ANA,2025-10-09,5:25 AM,5:30 PM (2025-10-09),10 hr 5 min,1 stop,"IDR 7,983,200"
Singapore Airlines + ANA,2025-10-09,5:25 AM,9:55 PM (2025-10-09),14 hr 30 min,1 stop,"IDR 7,983,200"
Singapore Airlines,2025-10-09,8:05 AM,9:55 PM (2025-10-09),11 hr 50 min,1 stop,"IDR 7,983,200"
Scoot,2025-10-09,9:30 AM,7:55 PM +1 (2025-10-10),32 hr 25 min,2 stops,"IDR 8,083,256"
XiamenAir,2025-10-09,11:30 PM,1:45 PM +1 (2025-10-10),12 hr 15 min,1 stop,"IDR 8,133,600"
Philippine Airlines + ANA,2025-10-09,11:50 AM,12:25 AM +1 (2025-10-10),10 hr 35 min,1 stop,"IDR 8,318,000"
